timestamp,event_type,data
2026-06-11T22:32:27.310311+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:27.321663+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:27.396839+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:27.415036+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:27.433570+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:27.459184+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:27.507802+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:27.635083+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:27.653331+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:27.733470+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:27.733661+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:27.819795+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:27.843144+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:27.862589+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:27.865910+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:27.897654+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:28.029531+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:28.054406+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:28.103289+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:28.113124+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:28.223233+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:28.240847+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:28.248396+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:28.270670+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:28.336707+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:28.421788+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:28.442510+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:28.508704+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:28.516088+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:28.548493+00:00,cmd_vel,"{""linear_x"":0.125,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:28.599592+00:00,cmd_vel,"{""linear_x"":0.25,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:28.625916+00:00,odom,"{""x"":-0.16804149998114237,""y"":0.2641417126756458,""z"":0.0,""yaw"":-3.0132886875505434,""linear_x"":0.0014849999956823012,""linear_y"":0.0,""angular_z"":-0.04736842097128959}"
2026-06-11T22:32:28.627198+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:28.646597+00:00,cmd_vel,"{""linear_x"":0.26,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:28.672206+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.8962287902832031,""mean_obstacle_dist"":4.19833368455783}"
2026-06-11T22:32:28.677924+00:00,odom,"{""x"":-0.168169152224981,""y"":0.26412532386204607,""z"":0.0,""yaw"":-3.0143413191285844,""linear_x"":0.008084999993229758,""linear_y"":0.0,""angular_z"":-0.05263157889398177}"
2026-06-11T22:32:28.698155+00:00,cmd_vel,"{""linear_x"":0.26,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:28.716186+00:00,odom,"{""x"":-0.1684277631519503,""y"":0.2640923864629862,""z"":0.0,""yaw"":-3.015393950706455,""linear_x"":0.014684999993619385,""linear_y"":0.0,""angular_z"":-0.05263157889398177}"
2026-06-11T22:32:28.746832+00:00,cmd_vel,"{""linear_x"":0.26,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:28.804329+00:00,cmd_vel,"{""linear_x"":0.26,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:28.850180+00:00,cmd_vel,"{""linear_x"":0.26,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:28.855104+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.8970013856887817,""mean_obstacle_dist"":4.206313750805349}"
2026-06-11T22:32:28.877518+00:00,odom,"{""x"":-0.16881736759746158,""y"":0.2640431761812398,""z"":0.0,""yaw"":-3.016446582284432,""linear_x"":0.021284999994009013,""linear_y"":0.0,""angular_z"":-0.05263157889398177}"
2026-06-11T22:32:28.897804+00:00,cmd_vel,"{""linear_x"":0.26,""linear_y"":0.0,""angular_z"":-0.052631578947368474}"
2026-06-11T22:32:28.931291+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.8979872465133667,""mean_obstacle_dist"":4.206166214451065}"
